,company,Address,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,HouseNum,RoadName,POBOX,zipcode,city,CEDEX,ADDITIONAL,country,codeDep
970,DELSEY S.A.,215 AVENUE DES NATIONS BP 62019 95970 ROISSY EN FRANCE FRANCE,NONE,NONE,NONE,NONE,215,AVENUE DES NATIONS,BP 62019,95970,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
971,AMATRANS,6 PLACE LEON MEYER BP 734 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,6,PLACE LEON MEYER,BP 734,76600,LE HAVRE,NONE,NONE,FRANCE,76
972,FRAB SERVICES,'4TER RUE HONORE D''ESTIENNE D''ORVES 92150 SURESNES FRANCE',NONE,NONE,NONE,NONE,4TER,'RUE HONORE D''ESTIENNE D''ORVES',NONE,92150,SURESNES,NONE,NONE,FRANCE,92
973,ZIEGLER,14 BOULEVARD EIFFEL BP 16 21600 LONGVIC FRANCE,NONE,NONE,NONE,NONE,14,BOULEVARD EIFFEL,BP 16,21600,LONGVIC,NONE,NONE,FRANCE,21
974,CIE EUROPEENNE DE LOGISTIQUE,'CENTRE D''AFFAIRES LA DEFENSE 4 RUE DE L''ABREUVOIR 92415 COURBEVOIE FRANCE',NONE,NONE,NONE,'CENTRE D''AFFAIRES LA DEFENSE',4,'RUE DE L''ABREUVOIR',NONE,92415,COURBEVOIE,NONE,NONE,FRANCE,92
975,SAVEURS TROPICALES,10 CHEMIN DU CHARMEYRAN 38700 LA TRONCHE FRANCE,NONE,NONE,NONE,NONE,10,CHEMIN DU CHARMEYRAN,NONE,38700,LA TRONCHE,NONE,NONE,FRANCE,38
976,UPS SUPPLY CHAIN SOLUTIONS,CARGOPORT AEROPORT LYON SAINT EXUPERY BP 349 69125 LYON FRANCE,NONE,NONE,CARGOPORT AEROPORT LYON SAINT EXUPERY,NONE,NONE,NONE,BP 349,69125,LYON,NONE,NONE,FRANCE,69
977,DHL GLOBAL FORWARDING SAS,43/45 RUE MARCEL BROT CS 1710 54000 NANCY FRANCE,NONE,NONE,NONE,NONE,43/45,RUE MARCEL BROT,CS 1710,54000,NANCY,NONE,NONE,FRANCE,54
978,CONSEILS EN COMMERCE INTERNATIONAL,11 RUE PAUL VERLAINE 31600 LHERM FRANCE,NONE,NONE,NONE,NONE,11,RUE PAUL VERLAINE,NONE,31600,LHERM,NONE,NONE,FRANCE,31
979,DSV AIR&SEA SAS,1 RUE DU PRE BP 10 439 95700 ROISSY EN FRANCE FRANCE,NONE,NONE,NONE,NONE,1,RUE DU PRE,BP 10 439,95700,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
980,DSV AIR&SEA SAS,ZONE INDUSTRIELLE DU GRAND LAUNAY BP 191 76120 GRAND QUEVILLY FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DU GRAND LAUNAY,NONE,NONE,BP 191,76120,GRAND QUEVILLY,NONE,NONE,FRANCE,76
981,AT2I,RUE ETIENNE DOLET 76144 PETIT QUEVILLY FRANCE,NONE,NONE,NONE,NONE,NONE,RUE ETIENNE DOLET,NONE,76144,PETIT QUEVILLY,NONE,NONE,FRANCE,76
982,SOGETRA LESQUIN,REZ DE CHAUSSEE BATIMENT C AEROGARE DE FRET 59817 LESQUIN FRANCE,REZ DE CHAUSSEE,BATIMENT C,AEROGARE DE FRET,NONE,NONE,NONE,NONE,59817,LESQUIN,NONE,NONE,FRANCE,59
983,GENERAL INDUSTRIES,55 RUE DE LA FEDERATION 75015 PARIS FRANCE,NONE,NONE,NONE,NONE,55,RUE DE LA FEDERATION,NONE,75015,PARIS,NONE,NONE,FRANCE,75
984,ELECTROLUX CONSTRUCTION PRODUCTS FRANCE SA,26 ROUTE NATIONALE 41260 LA CHAUSSEE SAINT VICTOR FRANCE,NONE,NONE,NONE,NONE,26,ROUTE NATIONALE,NONE,41260,LA CHAUSSEE SAINT VICTOR,NONE,NONE,FRANCE,41
985,NECOTRANS,BOULEVARD MICHAEL FARADAY 77700 SERRIS FRANCE,NONE,NONE,NONE,NONE,NONE,BOULEVARD MICHAEL FARADAY,NONE,77700,SERRIS,NONE,NONE,FRANCE,77
986,VNCA,'120 RUE D''ASSAS 75006 PARIS FRANCE',NONE,NONE,NONE,NONE,120,'RUE D''ASSAS',NONE,75006,PARIS,NONE,NONE,FRANCE,75
987,BRAID LOGISTICS EUROPE,PARC DES ALIZES 1 VOIE DES BARGES ROUSSES 76430 SANDOUVILLE FRANCE,NONE,NONE,NONE,PARC DES ALIZES,1,VOIE DES BARGES ROUSSES,NONE,76430,SANDOUVILLE,NONE,NONE,FRANCE,76
988,CENTRIMEX -FRANCE,37 RUE DES CHARRETTES BP 564 76000 ROUEN FRANCE,NONE,NONE,NONE,NONE,37,RUE DES CHARRETTES,BP 564,76000,ROUEN ,NONE,NONE,FRANCE,76
989,KUEHNE & NAGEL,GARE ROUTIERE SOGARIS 169 94564 RUNGIS FRANCE,NONE,NONE,GARE ROUTIERE SOGARIS 169,NONE,NONE,NONE,NONE,94564,RUNGIS,NONE,NONE,FRANCE,94
990,ATT ERAGNY,'PARC D''ACTIVITES DES BELLEVUES 8-10 AVENUE DES BELLEVUES 95610 CERGY PONTOISE FRANCE',NONE,NONE,NONE,'PARC D''ACTIVITES DES BELLEVUES ',8-10,AVENUE DES BELLEVUES,NONE,95610,CERGY PONTOISE,NONE,NONE,FRANCE,95
991,SDV CHATEAUROUX,AEROPORT CHATEAUROUX CENTRE ROUTE NATIONALE 20 36130 DEOLS FRANCE,NONE,NONE,AEROPORT CHATEAUROUX CENTRE,NONE,NONE,ROUTE NATIONALE 20,NONE,36130,DEOLS,NONE,NONE,FRANCE,36
992,TTOM,9/11 RUE JACQUARD 93315 LE PR SAINT GERVAIS FRANCE,NONE,NONE,NONE,NONE,9/11,RUE JACQUARD,NONE,93315,LE PR SAINT GERVAIS,NONE,NONE,FRANCE,93
993,SDV SCAC,ZONE LOGISTIQUE DE CHEVIRE 20 RUE VICTOR SCHOELCHER. BP 98403 44184 NANTES CEDEX 04 FRANCE,NONE,NONE,NONE,ZONE LOGISTIQUE DE CHEVIRE,20,RUE VICTOR SCHOELCHER.,BP 98403 ,44184,NANTES,CEDEX 04,NONE,FRANCE,44
994,CLASQUIN,119 RUE DE SAINT EXUPERY 69124 COLOMBIER SAUGNIEU FRANCE,NONE,NONE,NONE,NONE,119,RUE DE SAINT EXUPERY,NONE,69124,COLOMBIER SAUGNIEU,NONE,NONE,FRANCE,69
995,ISAMAR LE HAVRE,CHCI QUAI GEORGES V BP 86 76600 LE HAVRE FRANCE,NONE,CHCI,NONE,NONE,NONE,QUAI GEORGES V,BP 86,76600,LE HAVRE,NONE,NONE,FRANCE,76
996,BAX GLOBAL,94 RUE DE LA BELLE ETOILE BP 50066 95700 ROISSY EN FRANCE FRANCE,NONE,NONE,NONE,NONE,94,RUE DE LA BELLE ETOILE,BP 50066,95700,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
997,TRANSPORTS BERNIS SAS,AVENUE AMBROISE CROIZAT - BP 122 24750 BOULAZAC FRANCE,NONE,NONE,NONE,NONE,NONE,AVENUE AMBROISE CROIZAT -,BP 122,24750,BOULAZAC,NONE,NONE,FRANCE,24
998,MONDEX,18 RUE DE VENISE 03200 VICHY FRANCE,NONE,NONE,NONE,NONE,18,RUE DE VENISE,NONE,3200,VICHY,NONE,NONE,FRANCE,3
999,TRANSPORTS BERNIS SAS,CENTRE LOGISTIQUE DE LA GARE 19270 USSAC FRANCE,NONE,NONE,NONE,CENTRE LOGISTIQUE DE LA GARE,NONE,NONE,NONE,19270,USSAC,NONE,NONE,FRANCE,19
1000,PNEUMATIQUES KLEBER STE PAR ACTIONS,ROUTE DE PONT-A-MOUSSON 54200 NANCY FRANCE,NONE,NONE,NONE,NONE,NONE,ROUTE DE PONT-A-MOUSSON,NONE,54200,NANCY,NONE,NONE,FRANCE,54
1001,SEAFRIGO,'ZONE ARTISANALE DE L''AGAVON 21 AVENUE LAMARTINE 13170 LES PENNES MIRABEAU FRANCE',NONE,NONE,NONE,'ZONE ARTISANALE DE L''AGAVON',21,AVENUE LAMARTINE,NONE,13170,LES PENNES MIRABEAU,NONE,NONE,FRANCE,13
1002,SIMOREP ET CIE. SOCIETE DU CAOUTCHOUC SYNTHETIQUE MICHELIN,ROUTE DE SAUVIGNY-LE-BOIS. 89200 AVALLON FRANCE,NONE,NONE,NONE,NONE,NONE,ROUTE DE SAUVIGNY-LE-BOIS.,NONE,89200,AVALLON,NONE,NONE,FRANCE,89
1003,ADISSEO FRANCE,42 AVENUE AIRSTIDE BRIAND 92160 ANTONY FRANCE,NONE,NONE,NONE,NONE,42,AVENUE AIRSTIDE BRIAND,NONE,92160,ANTONY,NONE,NONE,FRANCE,92
1004,CONFREIGHT FRANCE,4 RUE DES FRESRES LUMIEREF 69680 CHASSIEU FRANCE,NONE,NONE,NONE,NONE,4,RUE DES FRESRES LUMIEREF,NONE,69680,CHASSIEU,NONE,NONE,FRANCE,69
1005,CONFREIGHT FRANCE,164 BOULEVARD DE GRAVILLE 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,164,BOULEVARD DE GRAVILLE,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
1006,CONFREIGHT FRANCE,90 CHEMIN DE RUISEAU MIRABEAUF 13016 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,90,CHEMIN DE RUISEAU MIRABEAUF,NONE,13016,MARSEILLE,NONE,NONE,FRANCE,13
1007,CONFREIGHT FRANCE,PORTE 3 ENTREPOT 1 CELLULE 6 14 RUE DE LA BELLE BORNE 95700 ROISSY EN FRANCE FRANCE,PORTE 3,NONE,ENTREPOT 1 CELLULE 6,NONE,14,RUE DE LA BELLE BORNE ,NONE,95700,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
1008,BIG BANG,64 RUE SAINT AMBROISE 75011 PARIS FRANCE,NONE,NONE,NONE,NONE,64,RUE SAINT AMBROISE,NONE,75011,PARIS,NONE,NONE,FRANCE,75
1009,ACCENTURE,122 AVENUE DE FRANCE 75013 PARIS FRANCE,NONE,NONE,NONE,NONE,122,AVENUE DE FRANCE,NONE,75013,PARIS,NONE,NONE,FRANCE,75
1010,GRENOBLE PLANT,40-48 AVENUE LEON BLUM BP 55 38100 GRENOBLE FRANCE,NONE,NONE,NONE,NONE,40-48,AVENUE LEON BLUM,BP 55,38100,GRENOBLE,NONE,NONE,FRANCE,38
1011,CATERPILLAR FRANCE S.A.S.,40 AVENUE LEON-BLUM BP 55 38100 GRENOBLE CEDEX 9 FRANCE,NONE,NONE,NONE,NONE,40,AVENUE LEON-BLUM,BP 55,38100,GRENOBLE,CEDEX 9,NONE,FRANCE,38
1012,CATERPILLAR FONDRIE,108 AVENUE DE ROUNEN 27200 VERNON FRANCE,NONE,NONE,NONE,NONE,108,AVENUE DE ROUNEN,NONE,27200,VERNON,NONE,NONE,FRANCE,27
1013,SOTECAN,120 BOULEVARD CLEMENCEAU BP 1157 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,120,BOULEVARD CLEMENCEAU,BP 1157,76600,LE HAVRE,NONE,NONE,FRANCE,76
1014,T C L TRANSPORTS C LECHNER,6 RUE DU RHEINFELD 67100 STRASBOURG FRANCE,NONE,NONE,NONE,NONE,6,RUE DU RHEINFELD,NONE,67100,STRASBOURG,NONE,NONE,FRANCE,67
1015,WALBAUM SA,PARC INDUSTRIAL POMPELLE 36 BOULEVARD DU VALLON DE VESLE BP 1011 51100 REIMS FRANCE,NONE,NONE,NONE,PARC INDUSTRIAL POMPELLE ,36,BOULEVARD DU VALLON DE VESLE,BP 1011,51100,REIMS,NONE,NONE,FRANCE,51
1016,EGI HOLDING,13 RUE ABBE BOISARD 69007 LYON FRANCE,NONE,NONE,NONE,NONE,13,RUE ABBE BOISARD,NONE,69007,LYON,NONE,NONE,FRANCE,69
1017,ZIEGLER,'VILLAGE D''ENTREPRISE 14 AVENUE DU GARRIC 15130 AURILLAC FRANCE',NONE,NONE,NONE,NONE,14,AVENUE DU GARRIC,NONE,15130,AURILLAC,NONE,'VILLAGE D''ENTREPRISE',FRANCE,15
1018,ZIEGLER,ZONE INDUSTRIELLE DU FOURNALET 370 AVENUE T. EDISON 84700 SORGUES FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DU FOURNALET,370,AVENUE T. EDISON,NONE,84700,SORGUES,NONE,NONE,FRANCE,84
1019,DSV AIR&SEA SAS,ENTREE 1 BATIMENT A DOMAINE DE PELUS 2 AVENUE DE PYTHAGORE - 33700 MERIGNAC FRANCE,ENTREE 1,BATIMENT A,NONE,DOMAINE DE PELUS,2,AVENUE DE PYTHAGORE -,NONE,33700,MERIGNAC,NONE,NONE,FRANCE,33
1020,MICHELIN ETC,46 RUE DU RESSORT 63100 CLERMONT FERRAND FRANCE,NONE,NONE,NONE,NONE,46,RUE DU RESSORT,NONE,63100,CLERMONT FERRAND,NONE,NONE,FRANCE,63
1021,SALIME,44 RUE DU COURGHAINMIS 1 59760 GRANDE SYNTHE FRANCE,NONE,NONE,NONE,NONE,44,RUE DU COURGHAINMIS 1,NONE,59760,GRANDE SYNTHE,NONE,NONE,FRANCE,59
1022,TECHNOLOGIES DISPLAYS MEXICANA S.A. DE C.V..,46 QUAI ALPHONSE LE GALLO 92100 BOULOGNE BILLANCOURT CEDEX FRANCE,NONE,NONE,NONE,NONE,46,QUAI ALPHONSE LE GALLO,NONE,92100,BOULOGNE BILLANCOURT,CEDEX,NONE,FRANCE,21
1023,GEODIS PROJETS SAS,'HOTEL DES TECHNOLOGIES ROUTE DE L''ECLUSE TRYSTRAM 59140 DUNKERQUE FRANCE',NONE,HOTEL DES TECHNOLOGIES,NONE,NONE,NONE,'ROUTE DE L''ECLUSE TRYSTRAM',NONE,59140,DUNKERQUE,NONE,NONE,FRANCE,59
1024,SCHENKER,LA LANDE BOURNE ROUTE DE SAINT ETIENNE DE MONTLUC 44220 COUERON FRANCE,NONE,NONE,NONE,NONE,NONE,ROUTE DE SAINT ETIENNE DE MONTLUC,NONE,44220,COUERON,NONE,LA LANDE BOURNE ,FRANCE,44
1025,RG WOODS,11 RUE DE LA CLARTE 29120 COMBRIT FRANCE,NONE,NONE,NONE,NONE,11,RUE DE LA CLARTE,NONE,29120,COMBRIT,NONE,NONE,FRANCE,29
1026,STRATCOM,142 RUE DE CLIGNANCOURT 75018 PARIS FRANCE,NONE,NONE,NONE,NONE,142,RUE DE CLIGNANCOURT,NONE,75018,PARIS,NONE,NONE,FRANCE,75
1027,MT EXPRESS,BATIMENT 4 RESIDENCE LES BOIS DU TEMPLE 4046 93390 CLICHY SOUS BOIS FRANCE,NONE,BATIMENT 4 RESIDENCE LES BOIS DU TEMPLE,NONE,NONE,4046,NONE,NONE,93390,CLICHY SOUS BOIS,NONE,NONE,FRANCE,93
1028,VEOLIA WATER SOLUTIONS & TECHNOLOGIES,1 PLACE MONTGOLFIER - 94410 SAINT MAURICE FRANCE,NONE,NONE,NONE,NONE,1,PLACE MONTGOLFIER -,NONE,94410,SAINT MAURICE,NONE,NONE,FRANCE,94
1029,GONDRAND ANNEMASSE,15 RUE DES ESSERTS 74100 ANNEMASSE FRANCE,NONE,NONE,NONE,NONE,15,RUE DES ESSERTS,NONE,74100,ANNEMASSE,NONE,NONE,FRANCE,74
1030,ED TRANS,ZAC DE LA BELLE ETOILE 6BIS RUE DENEB 72230 MONCE EN BELIN FRANCE,NONE,NONE,NONE,ZAC DE LA BELLE ETOILE,6BIS,RUE DENEB,NONE,72230,MONCE EN BELIN,NONE,NONE,FRANCE,72
1031,GEODIS WILSON FRANCE,ZONE INDUSTRIELLE SUD EST RUE DU BUISSON BP 91422 35000 RENNES FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE SUD EST ,NONE,RUE DU BUISSON,BP 91422,35000,RENNES,NONE,NONE,FRANCE,35
1032,ACTION AIR OVERSEAS,BATIMENT FRET ZONE DE FRET CENTRE 94310 LYON FRANCE,NONE,BATIMENT FRET,NONE,ZONE DE FRET CENTRE,NONE,NONE,NONE,94310,LYON,NONE,NONE,FRANCE,94
1033,ACTION AIR OVERSEAS,82 RUE DE ROISSY 93290 TREMBLAY EN FRANCE FRANCE,NONE,NONE,NONE,NONE,82,RUE DE ROISSY,NONE,93290,TREMBLAY EN FRANCE,NONE,NONE,FRANCE,93
1034,GEODIS WILSON FRANCE,BATIMENT SOGAFRO 8 RUE DES 2 CEDRES BP 10411 95700 ROISSY EN FRANCE FRANCE,NONE,BATIMENT SOGAFRO,NONE,NONE,8,RUE DES 2 CEDRES,BP 10411,95700,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
1035,PNEU LAURENT,ROUTE DE SAUVIGNY-LE-BOIS 89200 AVALLON FRANCE,NONE,NONE,NONE,NONE,NONE,ROUTE DE SAUVIGNY-LE-BOIS,NONE,89200,AVALLON,NONE,NONE,FRANCE,89
1036,SDV LI,ZAC D 2 A 4/6 RUE SANTOS DUMONT - CS 7003 44860 SAINT AIGNAN GRANDLIEU FRANCE,NONE,NONE,NONE,ZAC D 2 A,4/6,RUE SANTOS DUMONT -, CS 7003,44860,SAINT AIGNAN GRANDLIEU,NONE,NONE,FRANCE,44
1037,CAREFUSION FRANCE 205 S.A.,6 AVENUE LOUIS PASTEUR 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,6,AVENUE LOUIS PASTEUR,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,78
1038,CAREFUSION ARVATO SERVICES HEALTHCARE,ZONE INDUSTRIELLE DE TORVILLIERS 10440 TORVILLIERS FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE TORVILLIERS,NONE,NONE,NONE,10440,TORVILLIERS,NONE,NONE,FRANCE,10
1039,HONDA MOTOR EUROPE - SOUTH,'PARC D''ACTIVITES DE PARIEST ALLEE DU 1ER MAI BP 46 77312 MARNE LA VALLEE FRANCE',NONE,NONE,NONE,'PARC D''ACTIVITES DE PARIEST',NONE,ALLEE DU 1ER MAI ,BP 46,77312,MARNE LA VALLEE,NONE,NONE,FRANCE,77
1040,CHOITA TRANS COLIS EXPRESS,7 ROUTES DES VALLEES 74100 ANNEMASSE FRANCE,NONE,NONE,NONE,NONE,7,ROUTES DES VALLEES,NONE,74100,ANNEMASSE,NONE,NONE,FRANCE,74
1041,TOLL GLOBAL FORWARDING FRANCE TOULOUSE,251 ROUTE DE BAYONNE 31300 TOULOUSE FRANCE,NONE,NONE,NONE,NONE,251,ROUTE DE BAYONNE,NONE,31300,TOULOUSE,NONE,NONE,FRANCE,31
1042,PANALPINA TRANSPORTS INTERNATIONAUX SAS,IMMEUBLE AMAZONE 5 RUE COPERNIC 41260 LA CHAUSSE SAINT VICTOR FRANCE,NONE,IMMEUBLE AMAZONE,NONE,NONE,5,RUE COPERNIC,NONE,41260,LA CHAUSSE SAINT VICTOR,NONE,NONE,FRANCE,41
1043,SYNERGIE FRANCE,2 RUE DU PRINCE DE CONTI 77680 ROISSY EN BRIE FRANCE,NONE,NONE,NONE,NONE,2,RUE DU PRINCE DE CONTI,NONE,77680,ROISSY EN BRIE,NONE,NONE,FRANCE,77
1044,ALMOY,3 RUE ROUGET DE LISLE 45000 ORLEANS FRANCE,NONE,NONE,NONE,NONE,3,RUE ROUGET DE LISLE,NONE,45000,ORLEANS,NONE,NONE,FRANCE,45
1045,PHILIPPE FAUVEDER & CIE,PORTE NUMERO 4 BATIMENT 3626 ZONE CARGO 2 2 RUE DU PIED SEC 95707 ROISSY EN FRANCE FRANCE,PORTE NUMERO 4,BATIMENT 3626,NONE,ZONE CARGO 2 ,2,RUE DU PIED SEC,NONE,95707,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
1046,SIMOREP ET CIE. SOCIETE DU CSM,AVENUE DE LA PARQUEYRE 33530 BASSENS FRANCE,NONE,NONE,NONE,NONE,NONE,AVENUE DE LA PARQUEYRE,NONE,33530,BASSENS,NONE,NONE,FRANCE,33
1047,FAUVEDER ROISSY,ZONE DE FRET 3 SOGAFRO 1 RUE DES DEUX CEDRES BP 16426 95700 ROISSY EN FRANCE FRANCE,NONE,NONE,NONE,ZONE DE FRET 3 SOGAFRO 1,NONE,RUE DES DEUX CEDRES,BP 16426,95700,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
1048,BEELOGS,21 AVENUE DU GENERAL DE GAULLE 42290 SORBIERS FRANCE,NONE,NONE,NONE,NONE,21,AVENUE DU GENERAL DE GAULLE,NONE,42290,SORBIERS,NONE,NONE,FRANCE,42
1049,GES PAGNOT LE HAVRE,75 QUAI SOUTHAMPTON 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,75,QUAI SOUTHAMPTON,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
1050,ZIEGLER FRANCE S.A.,ZONE INDUSTRIELLE MANDALLAZ 482E RUE DES ALPES 74330 EPAGNY FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE MANDALLAZ ,482E,RUE DES ALPES,NONE,74330,EPAGNY,NONE,NONE,FRANCE,74
1051,PANALPINA TRANSPORTS INTERNATIONAUX SAS,AEROGARE DE FRET AEROPORT NANTES ATLANTIQUE 44340 BOUGUENAIS FRANCE,NONE,NONE,AEROGARE DE FRET AEROPORT NANTES ATLANTIQUE,NONE,NONE,NONE,NONE,44340,BOUGUENAIS,NONE,NONE,FRANCE,44
1052,PANALPINA FRANCE TRANSPORTS INTERNATIONAUX SAS,BATIMENT 3 RUE DE CHALON SUR SAONE 67000 STRASBOURG FRANCE,NONE,BATIMENT 3,NONE,NONE,NONE,RUE DE CHALON SUR SAONE,NONE,67000,STRASBOURG,NONE,NONE,FRANCE,67
1053,PANALPINA TRANSPORTS INTERNATIONAUX SA,BATIMENT D 26 AVENUE DES FRERES LUMIERE 78190 TRAPPES FRANCE,NONE,BATIMENT D,NONE,NONE,26,AVENUE DES FRERES LUMIERE,NONE,78190,TRAPPES,NONE,NONE,FRANCE,78
1054,PANALPINA TRANSPORTS INTERNATIONAUX SAS,2 AVENUE COLBERT 68170 RIXHEIM FRANCE,NONE,NONE,NONE,NONE,2,AVENUE COLBERT,NONE,68170,RIXHEIM,NONE,NONE,FRANCE,68
1055,PANALPINA TRANSPORTS INTERNATIONAUX SAS,17 RUE JEAN ROSTAND 69744 GENAS FRANCE,NONE,NONE,NONE,NONE,17,RUE JEAN ROSTAND,NONE,69744,GENAS,NONE,NONE,FRANCE,69
1056,PANALPINA TRANSPORTS INTERNATIONAUX SAS,ETAGE 1 BATMENT 29 PARC CLUB DU MILLENAIRE 1025 RUE BECQUERELLE 34000 MONTPELLIER FRANCE,ETAGE 1,BATMENT 29,NONE,PARC CLUB DU MILLENAIRE,1025,RUE BECQUERELLE,NONE,34000,MONTPELLIER,NONE,NONE,FRANCE,34
1057,GEODIS WILSON FRANCE,ZONE INDUSTRIELLE SUD RUE ANTOINE BECQUEREL CP 80531 72190 LE MANS FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE SUD,NONE,RUE ANTOINE BECQUEREL,CP 80531,72190,LE MANS,NONE,NONE,FRANCE,72
1058,GEODIS WILSON FRANCE,'PARC DE L''AEROPORT 180 IMPASSE JOHN LOCKE 34470 MONTPELLIER FRANCE',NONE,NONE,NONE,'PARC DE L''AEROPORT',180,IMPASSE JOHN LOCKE,NONE,34470,MONTPELLIER,NONE,NONE,FRANCE,34
1059,GEODIS WILSON FRANCE,ZONE INDUSTRIELLE DE KERSCAO BP 27 29280 BREST FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE KERSCAO,NONE,NONE,BP 27,29280,BREST,NONE,NONE,FRANCE,29
1060,GEODIS WILSON FRANCE,1 RUE MARYSE BASTIE 59810 LILLE FRANCE,NONE,NONE,NONE,NONE,1,RUE MARYSE BASTIE,NONE,59810,LILLE,NONE,NONE,FRANCE,59
1061,GEODIS WILSON,AEROGARE DE FRET AEROPORT BORDEAUX MERIGNAC BP 242 33700 MERIGNAC FRANCE,NONE,NONE,AEROGARE DE FRET AEROPORT BORDEAUX MERIGNAC,NONE,NONE,NONE,BP 242,33700,MERIGNAC,NONE,NONE,FRANCE,33
1062,STORA ENSO CORBEHEM SAS,5 RUE DE CORBEHEM BP 25 62117 BREBIERES FRANCE,NONE,NONE,NONE,NONE,5,RUE DE CORBEHEM,BP 25,62117,BREBIERES,NONE,NONE,FRANCE,62
1063,LOGIMEX,ZONE INDUSTRIELLE DU POMMIER CHEMIN DE NOYELLES 62110 HENIN BEAUMONT FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DU POMMIER ,NONE,CHEMIN DE NOYELLES,NONE,62110,HENIN BEAUMONT,NONE,NONE,FRANCE,62
1064,NORD SUD CARGO,34 AVENUE DU PRESIDENT SALVADORE ALLENDE 93100 MONTERUIL FRANCE,NONE,NONE,NONE,NONE,34,AVENUE DU PRESIDENT SALVADORE ALLENDE,NONE,93100,MONTERUIL,NONE,NONE,FRANCE,93
1065,M3C FRANCE EXPRESS,1 CHEMIN DES BELOSSES 74100 AMBILLY FRANCE,NONE,NONE,NONE,NONE,1,CHEMIN DES BELOSSES,NONE,74100,AMBILLY,NONE,NONE,FRANCE,74
1066,TK SUD RHONE ALPES,4 RUE AMBROISE PAREBAT 3C 69800 SAINT PRIEST FRANCE,NONE,NONE,NONE,NONE,4,RUE AMBROISE PAREBAT 3C,NONE,69800,SAINT PRIEST,NONE,NONE,FRANCE,69
1067,AGENCE MARITIME ROMMEL,ENTREE A 130 RUE DE LA MER ROUGE 68200 MULHOUSE FRANCE,ENTREE A,NONE,NONE,NONE,130,RUE DE LA MER ROUGE,NONE,68200,MULHOUSE,NONE,NONE,FRANCE,68
1068,IBC,300 BOULEVARD JULES DURAND 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,300,BOULEVARD JULES DURAND,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
1069,SFCE,18 RUE TROYON 92310 SEVRES FRANCE,NONE,NONE,NONE,NONE,18,RUE TROYON,NONE,92310,SEVRES,NONE,NONE,FRANCE,92
1070,TRANS OCEAN SHIPPING,110-114 RUE VICTOR HUGO 92300 LEVALLOIS PERRET FRANCE,NONE,NONE,NONE,NONE,110-114,RUE VICTOR HUGO,NONE,92300,LEVALLOIS PERRET,NONE,NONE,FRANCE,92
1071,JAS HENNESSY & CIE SA,1 RUE DE LA RICHONNE 16100 COGNAC FRANCE,NONE,NONE,NONE,NONE,1,RUE DE LA RICHONNE,NONE,16100,COGNAC,NONE,NONE,FRANCE,16
1072,SNC LE ROUX,7 RUE PROFESSEUR LEGENDRE 29900 CONCARNEAU FRANCE,NONE,NONE,NONE,NONE,7,RUE PROFESSEUR LEGENDRE,NONE,29900,CONCARNEAU,NONE,NONE,FRANCE,29
1073,LES REVES DE ROBERT,26 RUE DE POITOU 75003 PARIS FRANCE,NONE,NONE,NONE,NONE,26,RUE DE POITOU,NONE,75003,PARIS,NONE,NONE,FRANCE,75
1074,TSL - TRANS SERVICE LINE,15 RUE ETIENNE DOLET BP 262 76140 LE PETIT QUEVILLY FRANCE,NONE,NONE,NONE,NONE,15,RUE ETIENNE DOLET,BP 262,76140,LE PETIT QUEVILLY,NONE,NONE,FRANCE,76
1075,TRANS ORIENT SERVICES,12 RUE DE BRUXELLES 38070 SAINT QUENTIN FALLAVIER FRANCE,NONE,NONE,NONE,NONE,12,RUE DE BRUXELLES,NONE,38070,SAINT QUENTIN FALLAVIER,NONE,NONE,FRANCE,38
1076,ATOFINA,'420 RUE D''ESTIENNE D''ORVES 92700 COLOMBES FRANCE',NONE,NONE,NONE,NONE,420,'RUE D''ESTIENNE D''ORVES',NONE,92700,COLOMBES,NONE,NONE,FRANCE,92
